class_id,class_name,train_count,val_count,test_count,total_count
683,Melilotus italicus,3,1,1,5
684,Melilotus officinalis,689,97,200,986
685,Melilotus spicatus,7,1,2,10
686,Melilotus sulcatus,9,1,4,14
687,Mercurialis ambigua,2,1,1,4
688,Mercurialis annua,1072,153,307,1532
689,Mercurialis perennis,637,91,182,910
690,Mercurialis tomentosa,42,6,12,60
691,Mertensia ciliata,9,1,3,13
692,Mertensia maritima,50,7,15,72
693,Mertensia paniculata,5,1,2,8
694,Mertensia virginica,102,14,31,147
695,Metasequoia glyptostroboides,380,54,110,544
696,Meum athamanticum,149,21,44,214
697,Microchloa kunthii,3,1,1,5
698,Mitella diphylla,5,1,2,8
699,Moehringia ciliata,143,20,42,205
700,Moehringia lateriflora,3,1,1,5
701,Moehringia muscosa,65,9,20,94
702,Moehringia pentandra,4,1,2,7
703,Moehringia trinervia,74,10,22,106
704,Mollugo verticillata,673,96,193,962
705,Momordica charantia,126,18,37,181
706,Montanoa hibiscifolia,16,2,5,23
707,Morinda citrifolia,191,27,56,274
708,Musa spp.,108,15,32,155
709,Mussaenda arcuata,3,1,1,5
710,Mussaenda erythrophylla,100,14,30,144
711,Mussaenda frondosa,9,1,4,14
712,Mussaenda philippica,124,17,37,178
713,Mussaenda pubescens,2,1,1,4
714,Myosotis arvensis,673,96,193,962
715,Myosoton aquaticum,148,21,43,212
716,Myosurus minimus,12,1,5,18
717,Nandina domestica,808,115,232,1155
718,Narthecium ossifragum,102,14,31,147
719,Neobuxbaumia polylopha,7,1,3,11
720,Neolamarckia cadamba,17,2,6,25
721,Neotinea conica,6,1,2,9
722,Neotinea lactea,25,3,8,36
723,Neotinea maculata,13,1,5,19
724,Neotinea tridentata,127,18,37,182
725,Neotinea ustulata,303,43,87,433
726,Nepenthes alata,6,1,2,9
727,Nepenthes mirabilis,7,1,3,11
728,Nepenthes spp.,7,1,3,11
729,Nepenthes truncata,3,1,1,5
730,Nepenthes vieillardii,30,4,9,43
731,Nepenthes × neglecta,6,1,2,9
732,Nephrolepis abrupta,25,3,8,36
733,Nephrolepis biserrata,112,16,33,161
734,Nephrolepis cordifolia,341,48,100,489
735,Nephrolepis exaltata,481,68,139,688
736,Nephrolepis falcata,20,2,7,29
737,Nicotiana tabacum,5220,745,1493,7458
738,Noccaea caerulescens,29,4,9,42
739,Noccaea montana,7,1,2,10
740,Noccaea rotundifolia,58,8,17,83
741,Nothofagus alpina,5,1,2,8
742,Nothofagus antarctica,42,6,13,61
743,Nothofagus betuloides,5,1,2,8
744,Nothofagus dombeyi,27,3,9,39
745,Nothofagus nitida,9,1,3,13
746,Nothofagus obliqua,9,1,3,13
747,Nothofagus pumilio,23,3,8,34
748,Nyctaginia capitata,3,1,1,5
749,Nymphaea alba,791,113,227,1131
750,Nymphaea ampla,13,1,5,19
751,Nymphaea candida,65,9,20,94
752,Nymphaea lotus,23,3,8,34
753,Nymphaea mexicana,12,1,5,18
754,Nymphaea nouchali,41,6,14,61
755,Nymphaea odorata,56,8,16,80
756,Nymphaea rubra,2,1,1,4
757,Nymphaea tetragona,7,1,3,11
758,Nymphoides indica,13,1,5,19
759,Nymphoides peltata,64,9,19,92
760,Ocimum basilicum,103,14,31,148
761,Oldenlandia corymbosa,30,4,9,43
762,Oncostema elongata,2,1,1,4
763,Oncostema peruviana,105,15,30,150
764,Ophrys apifera,1316,188,377,1881
765,Ophrys arachnitiformis,25,3,9,37
766,Ophrys araneola,31,4,10,45
767,Ophrys aranifera,205,29,59,293
768,Ophrys aveyronensis,5,1,2,8
769,Ophrys aymoninii,4,1,2,7
770,Ophrys bertolonii,92,13,27,132
771,Ophrys bombyliflora,9,1,4,14
772,Ophrys catalaunica,5,1,2,8
773,Ophrys druentica,2,1,1,4
774,Ophrys exaltata,12,1,5,18
775,Ophrys fuciflora,277,39,81,397
776,Ophrys fusca,100,14,29,143
777,Ophrys incubacea,24,3,8,35
778,Ophrys insectifera,175,25,51,251
779,Ophrys lunulata,3,1,1,5
780,Ophrys lupercalis,36,5,11,52
781,Ophrys lutea,191,27,55,273
782,Ophrys morisii,3,1,1,5
783,Ophrys occidentalis,16,2,6,24
784,Ophrys passionis,106,15,31,152
785,Ophrys provincialis,4,1,1,6
786,Ophrys pseudoscolopax,3,1,1,5
787,Ophrys saratoi,6,1,2,9
788,Ophrys scolopax,315,45,91,451
789,Ophrys speculum,90,12,27,129
790,Ophrys sulcata,4,1,2,7
791,Ophrys tenthredinifera,92,13,27,132
792,Ophrys virescens,56,8,17,81
793,Oreopteris limbosperma,33,4,11,48
794,Oryza sativa,1041,148,299,1488
795,Osmunda cinnamomea,14,2,4,20
796,Osmunda claytoniana,51,7,15,73
797,Osmunda regalis,273,39,78,390
798,Othonna capensis,69,9,21,99
799,Oxydendrum arboreum,17,2,6,25
800,Paederia foetida,16,2,6,24
801,Paederota bonarota,4,1,2,7
802,Pancratium canariense,2,1,1,4
803,Pancratium illyricum,39,5,13,57
804,Pancratium maritimum,905,130,260,1295
805,Panicum dichotomiflorum,3615,516,1034,5165
806,Panicum miliaceum,4374,624,1251,6249
807,Papaver alpinum,268,38,78,384
808,Papaver argemone,203,29,59,291
809,Papaver atlanticum,18,2,7,27
810,Papaver croceum,26,3,9,38
811,Papaver dubium,359,51,104,514
812,Papaver hybridum,94,13,28,135
813,Papaver nudicaule,49,7,15,71
814,Papaver orientale,765,109,219,1093
815,Papaver pseudoorientale,84,12,24,120
816,Papaver rhaeticum,11,1,4,16
817,Papaver rhoeas,5129,731,1468,7328
818,Papaver rupifragum,4,1,2,7
819,Papaver somniferum,2142,306,613,3061
820,Parkinsonia aculeata,721,103,207,1031
821,Parthenium hysterophorus,715,102,205,1022
822,Patzkea paniculata,8,1,3,12
823,Pelargonium alchemilloides,24,3,8,35
824,Pelargonium capitatum,2,1,1,4
825,Pelargonium crispum,8,1,3,12
826,Pelargonium echinatum,3,1,1,5
827,Pelargonium glechomoides,6,1,2,9
828,Pelargonium grandiflorum,28,4,9,41
829,Pelargonium graveolens,1502,214,430,2146
830,Pelargonium inquinans,894,127,257,1278
831,Pelargonium odoratissimum,12,1,5,18
832,Pelargonium panduriforme,3,1,1,5
833,Pelargonium peltatum,197,28,57,282
834,Pelargonium quercifolium,6,1,2,9
835,Pelargonium quinquelobatum,21,3,6,30
836,Pelargonium sidoides,9,1,3,13
837,Pelargonium spp.,24,3,8,35
838,Pelargonium tomentosum,9,1,4,14
839,Pelargonium x asperum,18,2,6,26
840,Pelargonium x hortorum,90,12,27,129
841,Pelargonium x hybridum,153,21,45,219
842,Pelargonium zonale,2321,331,666,3318
843,Pelargonium × hortorum,74,10,23,107
844,Peperomia albovittata,84,12,25,121
845,Peperomia argyreia,156,21,47,224
846,Peperomia caperata,233,33,68,334
847,Peperomia clusiifolia,18,2,7,27
848,Peperomia columella,3,1,1,5
849,Peperomia dolabriformis,2,1,1,4
850,Peperomia ferreyrae,86,12,25,123
851,Peperomia graveolens,23,3,8,34
852,Peperomia maculosa,3,1,1,5
853,Peperomia magnoliifolia,201,28,59,288
854,Peperomia obtusifolia,500,71,145,716
855,Peperomia pecuniifolia,17,2,6,25
856,Peperomia pellucida,112,16,32,160
857,Peperomia polybotrya,75,10,23,108
858,Peperomia prostrata,35,5,11,51
859,Peperomia quadrangularis,37,5,12,54
860,Peperomia rotundifolia,78,11,23,112
861,Peperomia serpens,186,26,55,267
862,Peperomia tetragona,4,1,2,7
863,Peperomia verticillata,20,2,7,29
864,Pereskia aculeata,42,6,12,60
865,Pereskia bleo,42,6,12,60
866,Pereskia grandifolia,49,7,15,71
867,Perilla frutescens,3511,501,1004,5016
868,Perovskia abrotanoides,66,9,20,95
869,Perovskia atriplicifolia,1397,199,401,1997
870,Persicaria attenuata,635,90,183,908
871,Persicaria lapathifolia,1236,176,355,1767
872,Persicaria longiseta,985,140,283,1408
873,Persicaria maculosa,1180,168,338,1686
874,Petiveria alliacea,32,4,11,47
875,Phalaris aquatica,28,4,8,40
876,Phalaris arundinacea,475,67,137,679
877,Phalaris canariensis,74,10,23,107
878,Phalaris coerulescens,12,1,5,18
879,Phalaris minor,13,1,5,19
880,Phalaris paradoxa,6,1,2,9
881,Phaseolus angularis,4521,645,1293,6459
882,Phaseolus vulgaris,4338,619,1242,6199
883,Phedimus aizoon,123,17,37,177
884,Phedimus spurius,192,27,56,275
885,Phedimus stellatus,3,1,1,5
886,Phyllanthus acidus,35,5,10,50
887,Phyllanthus amarus,62,9,19,90
888,Phyllanthus emblica,18,2,7,27
889,Phyllanthus epiphyllanthus,4,1,1,6
890,Phyllanthus fischeri,2,1,1,4
891,Phyllanthus mimosoides,8,1,3,12
892,Phyllanthus niruri,23,3,7,33
893,Phyllanthus niruroides,4,1,2,7
894,Phyllanthus phillyreifolius,10,1,4,15
895,Phyllanthus reticulatus,4,1,1,6
896,Phyllanthus suffrutescens,4,1,1,6
897,Phyllanthus tenellus,80,11,24,115
898,Phyllanthus urinaria,58,8,17,83
899,Physalis angulata,86,12,25,123
900,Pilocarpus racemosus,3,1,1,5
901,Pilosocereus chrysostele,7,1,2,10
902,Pilosocereus pachycladus,114,16,33,163
903,Pilosocereus royeni,2,1,1,4
904,Piriqueta cistoides,4,1,1,6
905,Plantago asiatica,413,59,119,591
906,Plantago lanceolata,1154,164,331,1649
907,Plantago major,921,131,265,1317
908,Platanus orientalis,72,10,21,103
909,Pleurospermum austriacum,2,1,1,4
910,Poa annua,2889,412,827,4128
911,Pogonophora schomburgkiana,7,1,2,10
912,Polygonum aviculare,1200,171,344,1715
913,Polygonum chinense,392,56,113,561
914,Pongamia pinnata,278,39,81,398
915,Portulaca oleracea,3288,469,943,4700
916,Prosopis alba,3,1,1,5
917,Prosopis farcta,7,1,3,11
918,Prosopis glandulosa,30,4,10,44
919,Prosopis juliflora,12,1,5,18
920,Prosopis pallida,4,1,1,6
921,Prosopis pubescens,2,1,1,4
922,Prunus avium,739,105,213,1057
923,Prunus persica,778,111,223,1112
924,Psidium guajava,193,27,57,277
925,Pterocephalus perennis,3,1,1,5
926,Punica granatum,2659,379,763,3801
927,Pyracantha coccinea,2856,408,817,4081
928,Pyracantha koidzumii,14,2,5,21
929,Pyracantha rogersiana,37,5,11,53
930,Raphia farinifera,7,1,2,10
931,Rhodanthe chlorocephala,6,1,2,9
932,Rhodothamnus chamaecistus,23,3,8,34
933,Rubus idaeus,782,112,225,1119
934,Rumex crispus,4512,644,1290,6446
935,Rumohra adiantiformis,29,4,9,42
936,Saccharum offivinarum,435,62,125,622
937,Sagittaria graminea,13,1,5,19
938,Sagittaria lancifolia,9,1,4,14
939,Sagittaria latifolia,69,9,21,99
940,Sagittaria montevidensis,11,1,4,16
941,Sagittaria sagittifolia,56,8,17,81
942,Sagotia racemosa,22,3,7,32
943,Sasa palmata,13,2,6,21
944,Schefflera actinophylla,666,95,192,953
945,Schefflera arboricola,1381,197,396,1974
946,Schefflera decaphylla,7,1,3,11
947,Schefflera heptaphylla,5,1,2,8
948,Schefflera morototoni,3,1,1,5
949,Schefflera spp.,4,1,2,7
950,Schinopsis balansae,2,1,1,4
951,Schkuhria pinnata,13,2,5,20
952,Secale cereale,204,29,59,292
953,Sedum acre,1488,212,426,2126
954,Sedum adolphii,436,62,126,624
955,Sedum albomarginatum,8,1,3,12
956,Sedum album,2160,308,618,3086
957,Sedum allantoides,9,1,3,13
958,Sedum alpestre,19,2,7,28
959,Sedum amplexicaule,22,3,7,32
960,Sedum andegavense,18,2,6,26
961,Sedum anglicum,103,14,31,148
962,Sedum annuum,3,1,1,5
963,Sedum atratum,57,8,17,82
964,Sedum brevifolium,55,7,17,79
965,Sedum burrito,223,31,65,319
966,Sedum caeruleum,70,10,21,101
967,Sedum caespitosum,4,1,1,6
968,Sedum cepaea,69,9,21,99
969,Sedum clavatum,100,14,30,144
970,Sedum compressum,2,1,1,4
971,Sedum cyaneum,4,1,1,6
972,Sedum dasyphyllum,543,77,156,776
973,Sedum decumbens,4,1,1,6
974,Sedum dendroideum,41,5,13,59
975,Sedum divergens,3,1,1,5
976,Sedum forsterianum,162,23,47,232
977,Sedum furfuraceum,9,1,3,13
978,Sedum glaucophyllum,12,1,5,18
979,Sedum hernandezii,23,3,8,34
980,Sedum hirsutum,81,11,24,116
981,Sedum hispanicum,140,20,41,201
982,Sedum japonicum,65,9,20,94
983,Sedum kamtschaticum,92,13,28,133
984,Sedum lanceolatum,9,1,3,13
985,Sedum laxum,7,1,3,11
986,Sedum lineare,79,11,24,114
987,Sedum litoreum,8,1,3,12
988,Sedum makinoi,84,12,25,121
989,Sedum mexicanum,55,7,17,79
990,Sedum montanum,19,2,7,28
991,Sedum moranense,2,1,1,4
992,Sedum morganianum,441,63,126,630
993,Sedum multiceps,8,1,3,12
994,Sedum niveum,2,1,1,4
995,Sedum nussbaumerianum,141,20,41,202
996,Sedum obtusatum,4,1,2,7
997,Sedum ochroleucum,82,11,25,118
998,Sedum oreganum,7,1,2,10
999,Sedum pachyphyllum,219,31,64,314
1000,Sedum palmeri,1113,159,319,1591
1001,Sedum praealtum,27,3,9,39
1002,Sedum pulchellum,4,1,1,6
1003,Sedum rubens,56,8,17,81
1004,Sedum rubrotinctum,308,44,88,440
1005,Sedum rupestre,1140,162,327,1629
1006,Sedum sarmentosum,92,13,27,132
1007,Sedum sediforme,1374,196,394,1964
1008,Sedum sexangulare,226,32,66,324
1009,Sedum spathulifolium,234,33,68,335
1010,Sedum ternatum,42,6,13,61
1011,Sedum villosum,8,1,3,12
1012,Selenicereus anthonyanus,162,23,48,233
1013,Selenicereus grandiflorus,11,1,4,16
1014,Senecio vulgaris,1423,203,408,2034
1015,Senna obtusifolia,170,24,49,243
1016,Sesamum indicum,3554,507,1017,5078
1017,Setaria italica,4088,584,1169,5841
1018,Setaria viridis,3007,429,862,4298
1019,Sida rhombifolia,340,48,98,486
1020,Sida spinosa,90,12,27,129
1021,Silene noctiflora,2296,328,656,3280
1022,Sinapis arvensis,2266,323,649,3238
1023,Smilax anceps,6,1,2,9
1024,Smilax aspera,1033,147,297,1477
1025,Smilax bona-nox,95,13,28,136
1026,Smilax china,2,1,1,4
1027,Smilax excelsa,4,1,1,6
1028,Smilax glauca,9,1,4,14
1029,Smilax herbacea,16,2,6,24
1030,Smilax laurifolia,2,1,1,4
1031,Smilax rotundifolia,102,14,30,146
1032,Smilax tamnoides,11,1,5,17
1033,Solanum lycopersicum,1461,208,422,2091
1034,Solanum melongena,64,9,19,92
1035,Solanum nigrum,2879,410,825,4114
1036,Solanum tuberosum,2031,290,581,2902
1037,Sonchus asper,263,37,76,376
1038,Sonchus oleraceus,1366,195,391,1952
1039,Sorghum bicolor,5717,816,1636,8169
1040,Spergularia rubra,3,1,1,5
1041,Stachytarpheta spp.,711,101,204,1016
1042,Stanleya pinnata,7,1,3,11
1043,Stellaria media,3297,470,944,4711
1044,Stemodia verticillata,5,1,2,8
1045,Stenanona costaricensis,3,1,1,5
1046,Stenocactus multicostatus,21,3,6,30
1047,Stoebe passerinoides,15,2,5,22
1048,Striga asiatica,11,1,5,17
1049,Strongylodon macrobotrys,41,5,13,59
1050,Syzgium cumini,195,27,57,279
1051,Tagetes erecta,2039,291,584,2914
1052,Tagetes lemmonii,14,2,5,21
1053,Tagetes lucida,7,1,3,11
1054,Tagetes lunulata,2,1,1,4
1055,Tagetes minuta,84,12,24,120
1056,Tagetes patula,882,126,253,1261
1057,Tagetes tenuifolia,58,8,18,84
1058,Telekia speciosa,206,29,60,295
1059,Tephrocactus geometricus,4,1,1,6
1060,Terminalia arjuna,154,22,44,220
1061,Tetraclinis articulata,32,4,11,47
1062,Thapsia garganica,23,3,7,33
1063,Thapsia villosa,425,60,123,608
1064,Thesium alpinum,16,2,6,24
1065,Thesium humifusum,27,3,9,39
1066,Thesium linophyllon,7,1,2,10
1067,Thesium pyrenaicum,8,1,3,12
1068,Thlaspi arvense,1757,251,502,2510
1069,Trachelospermum asiaticum,12,1,5,18
1070,Trachelospermum jasminoides,1709,244,489,2442
1071,Tradescantia cerinthoides,88,12,26,126
1072,Tradescantia crassifolia,2,1,1,4
1073,Tradescantia fluminensis,911,130,261,1302
1074,Tradescantia occidentalis,14,2,4,20
1075,Tradescantia ohiensis,129,18,38,185
1076,Tradescantia pallida,1766,252,505,2523
1077,Tradescantia sillamontana,228,32,66,326
1078,Tradescantia spathacea,808,115,232,1155
1079,Tradescantia subaspera,4,1,1,6
1080,Tradescantia virginiana,979,140,281,1400
1081,Tradescantia x andersoniana,21,3,7,31
1082,Tradescantia zebrina,1728,245,497,2470
1083,Tradescantia × andersoniana,6,1,2,9
1084,Triadica sebifera,66,9,20,95
1085,Trichosanthes cucumerina,41,5,13,59
1086,Trifolium alexandrinum,14,2,5,21
1087,Trifolium alpestre,128,18,37,183
1088,Trifolium alpinum,255,36,74,365
1089,Trifolium angustifolium,287,41,83,411
1090,Trifolium arvense,568,81,163,812
1091,Trifolium aureum,143,20,42,205
1092,Trifolium badium,118,16,35,169
1093,Trifolium campestre,633,90,182,905
1094,Trifolium cherleri,9,1,4,14
1095,Trifolium dubium,544,77,157,778
1096,Trifolium fragiferum,115,16,34,165
1097,Trifolium glomeratum,7,1,3,11
1098,Trifolium hirtum,31,4,10,45
1099,Trifolium hybridum,163,23,47,233
1100,Trifolium incarnatum,1155,165,331,1651
1101,Trifolium lappaceum,7,1,3,11
1102,Trifolium medium,214,30,62,306
1103,Trifolium michelianum,3,1,1,5
1104,Trifolium micranthum,4,1,1,6
1105,Trifolium montanum,164,23,48,235
1106,Trifolium nigrescens,21,3,7,31
1107,Trifolium ochroleucon,35,5,11,51
1108,Trifolium pallescens,10,1,4,15
1109,Trifolium pannonicum,4,1,1,6
1110,Trifolium patens,8,1,3,12
1111,Trifolium pratense,4431,633,1266,6330
1112,Trifolium purpureum,59,8,18,85
1113,Trifolium repens,2935,419,839,4193
1114,Trifolium resupinatum,147,21,42,210
1115,Trifolium rubens,212,30,62,304
1116,Trifolium scabrum,7,1,2,10
1117,Trifolium spadiceum,8,1,3,12
1118,Trifolium spumosum,6,1,2,9
1119,Trifolium squamosum,3,1,1,5
1120,Trifolium stellatum,289,41,83,413
1121,Trifolium striatum,8,1,3,12
1122,Trifolium subterraneum,28,4,9,41
1123,Trifolium thalii,2,1,1,4
1124,Trifolium tomentosum,41,5,13,59
1125,Trimezia martinicensis,82,11,25,118
1126,Trinia glauca,21,3,6,30
1127,Tripleurospermum inodorum,3625,517,1037,5179
1128,Triticum aestivum,347,49,101,497
1129,Uncinia rubra,2,1,1,4
1130,Urera baccifera,12,1,5,18
1131,Urtica urens,1533,219,439,2191
1132,Vaccaria hispanica,256,36,74,366
1133,Vaccinium spp.,1132,161,326,1619
1134,Vachellia nilotica,743,106,213,1062
1135,Vangueria madagascariensis,14,2,5,21
1136,Vanilla planifolia,68,8,24,100
1137,Vanilla pompona,8,1,3,12
1138,Vepris lanceolata,4,1,1,6
1139,Veronica arvensis,2873,410,822,4105
1140,Veronica persica,2991,427,855,4273
1141,Vicia hirsuta,1666,238,476,2380
1142,Vigna radiata,3812,544,1091,5447
1143,Viola arvensis,1885,269,539,2693
1144,Viola genus,448,64,128,640
1145,Viscaria alpina,11,1,5,17
1146,Viscaria vulgaris,116,16,34,166
1147,Vismia cayennensis,4,1,2,7
1148,Vismia macrophylla,2,1,1,4
1149,Vismia sessilifolia,2,1,1,4
1150,Vitis vinifera,747,106,216,1069
1151,Wigandia caracasana,11,1,4,16
1152,Wigandia urens,4,1,2,7
1153,Wodyetia bifurcata,9,1,3,13
1154,Xanthium strumarium,476,68,137,681
1155,Xylococcus bicolor,2,1,1,4
1156,Xylopia crinita,3,1,1,5
1157,Xylopia frutescens,4,1,1,6
1158,Xylopia nitida,9,1,4,14
1159,Xylopia sericea,6,1,2,9
1160,Zaleya pentandra,4,1,1,6
1161,Zamia furfuracea,47,7,15,69
1162,Zamia pumila,16,2,5,23
1163,Zamioculcas zamiifolia,1514,216,434,2164
1164,Zannichellia palustris,3,1,1,5
1165,Zea mays,7685,1097,2199,10981
1166,Ziziphus mauritiana,787,112,226,1125
